id,Word,meaning
1656,بالفرض ," به فرض آنکه، فرضا، ولو"
1657,بالفطره ,"  فطری، ذاتی ، فطرت"
1658,بالفعل ,"  درعمل، عملا ، بالقوه ، در حال حاضر، اکنون، فعلا، حالا "
1659,بالقطع ," حتما، قطعا، مسلما، یقینا"
1660,بالقوه ," فی‌نفسه ، بالفعل"
1661,بالکن ,"  ایوان، مهتابی ، لژ، شاه‌نشین "
1662,بالمال ," آخرالامر، بالاخره، بالنتیجه، درنتیجه، سرانجام، عاقبت"
1663,بالندگی ,"  رشد، ترقی، تعالی ، فخر، نازش، مباهات "
1664,بالنده ,"  رشدکننده، نموکننده، رشدیابنده ، مفتخر، مباهی "
1665,بالنگ ," بادرنگ، ترنج"
1666,بالیدن ,"اسم  تفاخر، فخر، مباهات، نازش ، رشد، نشو، نمو ، رشد کردن، قد کشیدن، نمو کردن، نشوونما کردن ، نازیدن ، فخر کردن، مباهات کردن، تفاخر کردن ، افزایش یافتن، زیاد شدن "
1667,بالین ,"  بستر ، بالش، بالشت، متکا "
1668,بالینی , کلینیکی 
1669,بامبول‌باز ," حقه‌باز، نیرنگ‌باز، کلک، حیله‌باز، حیله‌گر، فریبکار، بامبولی "
1670,بامبول ," حقه، حقه‌بازی، کلک، گول، نیرنگ، دوزوکلک "
1671,بامتانت ," متین، موقر، باوقار "
1672,بامحبت ," بامهر، رئوف، شفیق، صمیمی، مشفق، مهربان، مهرپرور ، نامهربان، بی‌مهر، کم‌محبت "
1673,بامدادان ," سپیده‌دم، سحر، شفق، صبحگاه، فجر ، شامگاه، شامگاهان"
1674,بامداد ," باکر، بامدادان، پگاه، سپیده‌دم، شفق، صباح، صبح، فجر، فلق ، شام، عشا"
1675,بامروت ," جوانمرد، راد، غیرتمند، منصف ، بی‌مروت، ناجوانمرد"
1676,بامزه ,"  خوش‌طعم، خوشمزه، لذیذ ، بی‌مزه ، دلچسب، ملیح، نمکین ، بی‌نمک، سرد ، شیرین ، بی‌نمک ، خوش‌صحبت، خوش‌محضر، شوخ‌طبع ، خنده‌دار، شیرین حرکات ، بارد، بی‌مزه، یخ"
1677,بام ,"صفت  سقف ، کف‌اطاق ، بامدادان، بامداد، بامگاه، پگاه، صبح ، روشن ، تاریک ، بم ، زیر "
1678,بامعرفت ,"  باکمال، عالم، فرهیخته ، آداب‌دان، جوانمرد ، بی‌فضیلت، بی‌معرفت"
1679,بامعلومات ," باسواد، پر، دانا ، بی‌سواد، بی‌مایه، بی‌معلومات"
1680,بامهابت ," باشوکت، باوقار، باهیبت، پرجذبه، سطوتمند ، بی‌جذبه، بی‌مهابت، بی‌هیبت "
1681,بامهارت ,"قید  زبردست، کاردان، ماهر ، بی‌مهارت، غیرماهر ، استادانه، ماهرانه ، ناشیانه "
1682,بامهر ," بامحبت، رئوف، عطوف، مهربان ، بی‌عاطفه، بی‌مهر، سرد"
1683,بانجابت ," اصیل، پارسا، پاکدامن، شریف، عفیف، نجیب ، نانجیب، ناپاکدامن، بی‌نجابت "
1684,بانخوت ," خودبین، خودپسند، متکبر، معجب، مغرور ، افتاده، بی‌ریا، فروتن"
1685,بانداژ ," نوارپیچی، باندپیچی "
1686,باندبازی ," زدوبند، پارتی‌بازی "
1687,باند ,"  جماعت، جمعیت، جوخه، حزب، دسته، گروه، هیات ، خطسیر، گذرگاه، ، فرودگاه، مطار ، نوار، رشته، لفافه ، موج‌رادیو، طول موج ، هر یک از بلندگوهای‌سیستم صوتیتصویری "
1688,باندرول ,"  سرچسب ، اتیکت، برچسب "
1689,بانزاکت ,"قید  مودب، باادب، آداب‌دان ، مودبانه "
1690,بانزهت ,"  خرم، باصفا ، سرسبز، باطراوت "
1691,بانشاط ," بشاش، خوشحال، خوشدل، سردماغ، سرزنده، شاد، شادمان، مسرور، نشیط ، دلمرده، بی‌نشاط، ناخوشدل "
1692,بانظم ,"  منضبط، منظم ، آراسته، مرتب  ، بی‌نظم ، نامرتب "
1693,بانفوذ ,"  منتفذ، قدرتمند ، تاثیرگذار "
1694,بانک‌دار,"اسم  صاحب بانک، سهام‌دار "
1695,بانک ,"  موسسه اقتصادی ، فایل، مخزن، جایگاه، (اطلاعات، داده‌ها) ، نوعی بازی ورق ، داو"
1696,بانکی ,"صفت  مربوط به بانک ، کارمند بانک "
1697,بانگ ,"  جار، صدا، صلا، ندا ، صوت، آوار، آواز ، صیحه، غریو، غلغله، غوغا، فریاد، نعره"
1698,بانگ زدن," آواز کردن، صدازدن، صلا در دادن، فریاد زدن "
1699,بانمک ,"  باملاحت، گیرا، تودل‌برو، ملیح، نمکین ، نمک‌دار ، بی‌نمک، سرد، وارفته، یخ "
1700,بانو ,"  بی‌بی، بیگم، خانم، علیامخدره، مادام ، زن، زوجه، عیال، همسر ، خانه‌دار، کدبانو ، شهربانو، ملکه ، آقا"
1701,بانی ,"  بنیان‌گذار، پایه‌گذار، موسس ، باعث، مورث، عامل، سازنده "
1702,باوجوداین ," مع‌الوصف، مع‌ذالک، مع‌هذا"
1703,باوجود ," باعرضه، باکفایت، کارآ، کاردان، لایق ، نالایق"
1704,باور ,"  اعتقاد، ایقان، ایمان، عقیده ، باورداشت، برداشت ، پذیرش، قبول ، زعم، گمان"
1705,باورداشت ," اعتقاد، ایمان، عقیده"
1706,باور کردن ,"  ایمان‌آوردن، پذیرفتن، راست پنداشتن، قبول کردن ، نپذیرفتن ، اعتقاد داشتن، ایمان داشتن، باورداشتن، عقیده داشتن "
1707,باورکردنی ," پذیرفتنی، قبول کردنی، قابل‌قبول، قابل‌پذیرش ، باورنکردنی "
1708,باورمند ," عقیده‌مند، مومن، معتقد ، بی‌ایمان، ناباور "
1709,باوقار ," بامهابت، باهیبت، جاافتاده، رزین، سنگین، متین، موقر، وزین ، جلف، سبک، بی‌وقار، ناموقر "
1710,باهر ,"  آشکار، بارز، پیدا، معلوم، نمایان ، درخشان، تابان، روشن ، ناپیدا"
1711,باه ,"  غریزه جنسی، قوه شهوانی، شهوت، نیروی شهوت ، جماع ، نکاح "
1712,باهم ," به‌اتفاق، توام، تواما، متحدا ، به تنهایی، منفردا"
1713,باهمت ,"  بخشنده، سخاوتمند، سخی، کریم ، بی‌همت ، بااراده ، بی‌اراده "
1714,باهنر ,"  هنرمند، هنرور ، بی‌هنر ، هنردار"
1715,باهوش ," تیز، داهی، زرنگ، زیرک، باذکاوت، عاقل، متیقظ، محیل، ناقلا، نکته‌دان، هوشمند، هوشیار ، بی‌هوش، کانا"
1716,باهیبت ," باسطوت، باصولت، باوقار، بامهابت، جذبه‌دار، رزین، سنگین، متین ، کم‌جذبه، بی‌وقار "
1717,بایا ," ضرور، لازم، واجب، بایسته، موردنیاز "
1718,بایر ,"اسم  کویر، لم‌یزرع، موات، نامزروع، هامون ، خراب، نامسکون، ویران، ویرانه ، آباد، دایر، معمور"
1719,بایستن ,"  ضرور بودن، لازم‌بودن، واجب بودن ، شایسته بودن، مناسب‌بودن، درخور بودن "
1720,بایسته ,"t‌s‌e‌y‌m‌b[صفت درخور، ضرور، ضروری، لازم، مستلزم، واجب ، غیرضروری، نالازم، غیرلازم، ناواجب ، سزاوار، شایسته، مناسب "
1721,بایع ,"  خریدار، سوداگر ، مشتری ، فروشنده ، فروشنده "
1722,بایکوت ," تحریم، منع"
1723,بایگان ,"صفت  آرشیودار، ضابط ، حافظ، نگهبان"
1724,بایگانی ,"  آرشیو، ضبط ، طبقه‌بندی (اسناد) ، طبقه‌بندی شده "
1725,باس ,"  بیم، ترس، هراس ، خشم، هیبت، غضب "
1726,ببو ,"  احمق، نادان، ابله ، پپه، بی‌عرضه، دست و پا چلفتی، چلمن "
1727,بپا ," نگهبان، مراقب "
1728,بت ,"  الهه، شمسه، صنم، طاغوت، فغ، هیکل ، محبوب، معشوق"
1729,بت‌پرست ,"صفت کافر، مشرک، ملحد ، موحد"
1730,بت‌پرستی ," الحاد، رجز، شرک، کفر ، ایمان"
1731,بت‌تراش ,"  بت‌ساز، بتگر، لعبت‌ساز ، تندیسگر، مجسمه‌ساز"
1732,بت‌خانه," بتستان، بتکده، صنم‌خانه، فرخار، فغستان، لعبت‌خانه، هیکل ، دیر، حرم، کعبه "
1733,بتستان ,"t‌o‌b[اسم بتخانه، بتکده، صنم‌خانه، فغستان ، کعبه "
1734,بتکده ," بتخانه، بتستان، صنم‌خانه، فرخار، فغستان، هیکل"
1735,بتگر ,"  بت‌تراش، بت‌ساز، لعبت‌ساز ، پیکره‌ساز، تندیسگر، مجسمه‌ساز، ، مصور، نقاش، نقشگر"
1736,بتول ,"  باکره، بکر، عذرا، ناسفته ، بیوه ، پارسا، پاکدامن ، ناپارسا ، از دنیا بریده "
1737,بتون‌آرمه , بتون مسلح 
1738,بتون , مخلوط شن و ماسه و سیمان‌و آب 
1739,بتونیر , دستگاه بتون‌ساز 
1740,بتونی ,n‌o‌t‌e‌b[صفت ساخته شده از بتون 
1741,بته , بوته
1742,بتیار ,"  رنج، محنت، مشقت ، زشت، قبیح ، زیبا"
1743,بث‌الشکوی ," درددل، شکایت، شکوا، شکوائیه، گلایه"
1744,بث ,"    پراکنده ساختن، منتشر کردن ، آشکار ساختن، افشا کردن، فاش ساختن ، نهفتن، ، حزن، غصه، غم ، سرور، شادی "
1745,بثور ," بثرها، تاولها، جوشها، دانه‌های چرکی"
1746,بجا ,"e‌b[صفت بمورد، بموقع، درست، صحیح، صواب ، بیجا، ناصواب"
1747,بچاپ‌بچاپ ," غارت، چپاول، یغماگری "
1748,بچگانه ,"  مربوط به‌کودکان ، مناسب کودکان، درخور اطفال، نسنجیده، نپخته، ناپخته، نامعقول، غیرعقلایی "
1749,بچگی ," خردسالی، صباوت، طفولیت، کودکی، نوباوگی ، پیری، کهولت"
1750,بچه آوردن ,"  زاییدن ، دارای فرزند شدن ، تولیدمثل کردن، بچه کردن "
1751,بچه انداختن , سقطجنین کردن 
1752,بچه ,"اسم  اندک‌سال، خردسال، صغیر، طفل، فرزند، کم‌سال، کم‌سن، کودک، نابالغ، نارسیده، نوباوه، نوزاد  ، کبیر ، جوان، بالغ ، مرد ، پیر ، همکار، هم‌شاگردی، رفیق ، کم‌تجربه، ناپخته ، شاخه‌تازه، نهال نورسته ، پاجوش "
1753,بچه‌باز ," غلام‌باره، لواطکار "
1754,بچه‌بازی ,"  رفتارنسنجیده، اعمال نامعقول ، کار ناشایست، غلام‌بارگی "
1755,بچه پس انداختن," بچه درست کردن، زاییدن، بچه راه انداختن، زادوولد کردن، بچه آوردن "
1756,بچه‌خوره ," بچه‌خور، بچه‌خوار، پولیپ رحم "
1757,بچه‌دان ," بون، پوگان، رحم، زهدان"
1758,بچه‌زا ," زنده‌زا ، تخم‌زا "
1759,بچه‌سال ," خردسال، کم‌سن‌وسال، نابالغ، نوجوان، کم‌سال ، کهن‌سال "
